respondent;task;alt;group;chosen;purchase;price_eur;rel_price;rel_price_lvl;comfort;att;speech;app;comfort_2;comfort_4;att_complete;speech_moderate;speech_more_effort;app_invisible
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;1;1;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_1;0;1;48;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;1;2;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_1;1;1;66;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;1;3;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_1;0;0;0;0;0;;;;;0;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;2;1;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_2;1;1;66;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;2;2;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_2;0;1;48;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;2;3;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_2;0;0;0;0;0;;;;;0;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;3;1;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_3;1;1;30;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;3;2;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_3;0;1;66;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;3;3;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_3;0;0;0;0;0;;;;;0;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;4;1;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_4;0;1;48;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;4;2;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_4;1;1;30;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;4;3;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_4;0;0;0;0;0;;;;;0;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;5;1;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_5;0;1;66;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;5;2;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_5;0;1;48;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;5;3;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_5;1;0;0;0;0;;;;;0;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;6;1;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_6;1;1;66;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;6;2;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_6;0;1;48;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;6;3;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_6;0;0;0;0;0;;;;;0;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;7;1;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_7;1;1;66;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;7;2;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_7;0;1;30;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;7;3;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_7;0;0;0;0;0;;;;;0;0;0;0;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;8;1;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_8;1;1;30;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;8;2;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_8;0;1;48;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
ycg8gumpsnh5rovmycg8gspf3g8j5dv9;8;3;ycg8gumpsnh5rovmycg8gspf3g8j5dv9_8;0;0;0;0;0;;;;;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;1;1;7mgecninnbcxsmox7mgecdrb6jk3ut9v_1;0;1;24;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;1;2;7mgecninnbcxsmox7mgecdrb6jk3ut9v_1;1;1;33;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;1;3;7mgecninnbcxsmox7mgecdrb6jk3ut9v_1;0;0;0;0;0;;;;;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;2;1;7mgecninnbcxsmox7mgecdrb6jk3ut9v_2;0;1;33;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;2;2;7mgecninnbcxsmox7mgecdrb6jk3ut9v_2;1;1;24;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
7mgecninnbcxsmox7mgecdrb6jk3ut9v;2;3;7mgecninnbcxsmox7mgecdrb6jk3ut9v_2;0;0;0;0;0;;;;;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;3;1;7mgecninnbcxsmox7mgecdrb6jk3ut9v_3;1;1;15;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;3;2;7mgecninnbcxsmox7mgecdrb6jk3ut9v_3;0;1;33;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
7mgecninnbcxsmox7mgecdrb6jk3ut9v;3;3;7mgecninnbcxsmox7mgecdrb6jk3ut9v_3;0;0;0;0;0;;;;;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;4;1;7mgecninnbcxsmox7mgecdrb6jk3ut9v_4;0;1;24;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
7mgecninnbcxsmox7mgecdrb6jk3ut9v;4;2;7mgecninnbcxsmox7mgecdrb6jk3ut9v_4;1;1;15;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;4;3;7mgecninnbcxsmox7mgecdrb6jk3ut9v_4;0;0;0;0;0;;;;;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;5;1;7mgecninnbcxsmox7mgecdrb6jk3ut9v_5;1;1;33;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;5;2;7mgecninnbcxsmox7mgecdrb6jk3ut9v_5;0;1;24;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;5;3;7mgecninnbcxsmox7mgecdrb6jk3ut9v_5;0;0;0;0;0;;;;;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;6;1;7mgecninnbcxsmox7mgecdrb6jk3ut9v_6;1;1;33;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;6;2;7mgecninnbcxsmox7mgecdrb6jk3ut9v_6;0;1;24;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
7mgecninnbcxsmox7mgecdrb6jk3ut9v;6;3;7mgecninnbcxsmox7mgecdrb6jk3ut9v_6;0;0;0;0;0;;;;;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;7;1;7mgecninnbcxsmox7mgecdrb6jk3ut9v_7;0;1;33;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
7mgecninnbcxsmox7mgecdrb6jk3ut9v;7;2;7mgecninnbcxsmox7mgecdrb6jk3ut9v_7;1;1;15;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;7;3;7mgecninnbcxsmox7mgecdrb6jk3ut9v_7;0;0;0;0;0;;;;;0;0;0;0;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;8;1;7mgecninnbcxsmox7mgecdrb6jk3ut9v_8;1;1;15;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
7mgecninnbcxsmox7mgecdrb6jk3ut9v;8;2;7mgecninnbcxsmox7mgecdrb6jk3ut9v_8;0;1;24;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
7mgecninnbcxsmox7mgecdrb6jk3ut9v;8;3;7mgecninnbcxsmox7mgecdrb6jk3ut9v_8;0;0;0;0;0;;;;;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;1;1;a922a54mfhc198pwzbhcfwa922a54moy_1;0;1;120;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
a922a54mfhc198pwzbhcfwa922a54moy;1;2;a922a54mfhc198pwzbhcfwa922a54moy_1;1;1;165;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;1;3;a922a54mfhc198pwzbhcfwa922a54moy_1;0;0;0;0;0;;;;;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;2;1;a922a54mfhc198pwzbhcfwa922a54moy_2;1;1;165;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;2;2;a922a54mfhc198pwzbhcfwa922a54moy_2;0;1;120;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
a922a54mfhc198pwzbhcfwa922a54moy;2;3;a922a54mfhc198pwzbhcfwa922a54moy_2;0;0;0;0;0;;;;;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;3;1;a922a54mfhc198pwzbhcfwa922a54moy_3;0;1;75;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;3;2;a922a54mfhc198pwzbhcfwa922a54moy_3;1;1;165;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
a922a54mfhc198pwzbhcfwa922a54moy;3;3;a922a54mfhc198pwzbhcfwa922a54moy_3;0;0;0;0;0;;;;;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;4;1;a922a54mfhc198pwzbhcfwa922a54moy_4;0;1;120;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
a922a54mfhc198pwzbhcfwa922a54moy;4;2;a922a54mfhc198pwzbhcfwa922a54moy_4;1;1;75;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
a922a54mfhc198pwzbhcfwa922a54moy;4;3;a922a54mfhc198pwzbhcfwa922a54moy_4;0;0;0;0;0;;;;;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;5;1;a922a54mfhc198pwzbhcfwa922a54moy_5;1;1;165;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;5;2;a922a54mfhc198pwzbhcfwa922a54moy_5;0;1;120;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
a922a54mfhc198pwzbhcfwa922a54moy;5;3;a922a54mfhc198pwzbhcfwa922a54moy_5;0;0;0;0;0;;;;;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;6;1;a922a54mfhc198pwzbhcfwa922a54moy_6;1;1;165;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;6;2;a922a54mfhc198pwzbhcfwa922a54moy_6;0;1;120;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
a922a54mfhc198pwzbhcfwa922a54moy;6;3;a922a54mfhc198pwzbhcfwa922a54moy_6;0;0;0;0;0;;;;;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;7;1;a922a54mfhc198pwzbhcfwa922a54moy_7;1;1;165;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
a922a54mfhc198pwzbhcfwa922a54moy;7;2;a922a54mfhc198pwzbhcfwa922a54moy_7;0;1;75;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
a922a54mfhc198pwzbhcfwa922a54moy;7;3;a922a54mfhc198pwzbhcfwa922a54moy_7;0;0;0;0;0;;;;;0;0;0;0;0;0
a922a54mfhc198pwzbhcfwa922a54moy;8;1;a922a54mfhc198pwzbhcfwa922a54moy_8;1;1;75;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
a922a54mfhc198pwzbhcfwa922a54moy;8;2;a922a54mfhc198pwzbhcfwa922a54moy_8;0;1;120;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
a922a54mfhc198pwzbhcfwa922a54moy;8;3;a922a54mfhc198pwzbhcfwa922a54moy_8;0;0;0;0;0;;;;;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;1;1;tnce53b16b4yoltnzur21qupat3iwnu0_1;1;1;24;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;1;2;tnce53b16b4yoltnzur21qupat3iwnu0_1;0;1;33;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;1;3;tnce53b16b4yoltnzur21qupat3iwnu0_1;0;0;0;0;0;;;;;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;2;1;tnce53b16b4yoltnzur21qupat3iwnu0_2;0;1;33;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;2;2;tnce53b16b4yoltnzur21qupat3iwnu0_2;1;1;24;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
tnce53b16b4yoltnzur21qupat3iwnu0;2;3;tnce53b16b4yoltnzur21qupat3iwnu0_2;0;0;0;0;0;;;;;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;3;1;tnce53b16b4yoltnzur21qupat3iwnu0_3;0;1;15;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;3;2;tnce53b16b4yoltnzur21qupat3iwnu0_3;1;1;33;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
tnce53b16b4yoltnzur21qupat3iwnu0;3;3;tnce53b16b4yoltnzur21qupat3iwnu0_3;0;0;0;0;0;;;;;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;4;1;tnce53b16b4yoltnzur21qupat3iwnu0_4;0;1;24;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
tnce53b16b4yoltnzur21qupat3iwnu0;4;2;tnce53b16b4yoltnzur21qupat3iwnu0_4;1;1;15;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;4;3;tnce53b16b4yoltnzur21qupat3iwnu0_4;0;0;0;0;0;;;;;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;5;1;tnce53b16b4yoltnzur21qupat3iwnu0_5;1;1;33;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;5;2;tnce53b16b4yoltnzur21qupat3iwnu0_5;0;1;24;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
tnce53b16b4yoltnzur21qupat3iwnu0;5;3;tnce53b16b4yoltnzur21qupat3iwnu0_5;0;0;0;0;0;;;;;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;6;1;tnce53b16b4yoltnzur21qupat3iwnu0_6;1;1;33;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;6;2;tnce53b16b4yoltnzur21qupat3iwnu0_6;0;1;24;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
tnce53b16b4yoltnzur21qupat3iwnu0;6;3;tnce53b16b4yoltnzur21qupat3iwnu0_6;0;0;0;0;0;;;;;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;7;1;tnce53b16b4yoltnzur21qupat3iwnu0_7;1;1;33;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
tnce53b16b4yoltnzur21qupat3iwnu0;7;2;tnce53b16b4yoltnzur21qupat3iwnu0_7;0;1;15;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;7;3;tnce53b16b4yoltnzur21qupat3iwnu0_7;0;0;0;0;0;;;;;0;0;0;0;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;8;1;tnce53b16b4yoltnzur21qupat3iwnu0_8;1;1;15;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
tnce53b16b4yoltnzur21qupat3iwnu0;8;2;tnce53b16b4yoltnzur21qupat3iwnu0_8;0;1;24;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
tnce53b16b4yoltnzur21qupat3iwnu0;8;3;tnce53b16b4yoltnzur21qupat3iwnu0_8;0;0;0;0;0;;;;;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;1;1;3u30whopdi8u9wikq3u30whoyj5udr4f_1;0;1;96;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;1;2;3u30whopdi8u9wikq3u30whoyj5udr4f_1;1;1;132;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;1;3;3u30whopdi8u9wikq3u30whoyj5udr4f_1;0;0;0;0;0;;;;;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;2;1;3u30whopdi8u9wikq3u30whoyj5udr4f_2;1;1;132;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;2;2;3u30whopdi8u9wikq3u30whoyj5udr4f_2;0;1;96;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
3u30whopdi8u9wikq3u30whoyj5udr4f;2;3;3u30whopdi8u9wikq3u30whoyj5udr4f_2;0;0;0;0;0;;;;;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;3;1;3u30whopdi8u9wikq3u30whoyj5udr4f_3;0;1;60;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;3;2;3u30whopdi8u9wikq3u30whoyj5udr4f_3;1;1;132;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
3u30whopdi8u9wikq3u30whoyj5udr4f;3;3;3u30whopdi8u9wikq3u30whoyj5udr4f_3;0;0;0;0;0;;;;;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;4;1;3u30whopdi8u9wikq3u30whoyj5udr4f_4;1;1;96;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
3u30whopdi8u9wikq3u30whoyj5udr4f;4;2;3u30whopdi8u9wikq3u30whoyj5udr4f_4;0;1;60;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;4;3;3u30whopdi8u9wikq3u30whoyj5udr4f_4;0;0;0;0;0;;;;;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;5;1;3u30whopdi8u9wikq3u30whoyj5udr4f_5;0;1;132;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;5;2;3u30whopdi8u9wikq3u30whoyj5udr4f_5;1;1;96;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
3u30whopdi8u9wikq3u30whoyj5udr4f;5;3;3u30whopdi8u9wikq3u30whoyj5udr4f_5;0;0;0;0;0;;;;;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;6;1;3u30whopdi8u9wikq3u30whoyj5udr4f_6;0;1;132;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;6;2;3u30whopdi8u9wikq3u30whoyj5udr4f_6;1;1;96;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
3u30whopdi8u9wikq3u30whoyj5udr4f;6;3;3u30whopdi8u9wikq3u30whoyj5udr4f_6;0;0;0;0;0;;;;;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;7;1;3u30whopdi8u9wikq3u30whoyj5udr4f_7;1;1;132;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
3u30whopdi8u9wikq3u30whoyj5udr4f;7;2;3u30whopdi8u9wikq3u30whoyj5udr4f_7;0;1;60;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;7;3;3u30whopdi8u9wikq3u30whoyj5udr4f_7;0;0;0;0;0;;;;;0;0;0;0;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;8;1;3u30whopdi8u9wikq3u30whoyj5udr4f_8;0;1;60;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
3u30whopdi8u9wikq3u30whoyj5udr4f;8;2;3u30whopdi8u9wikq3u30whoyj5udr4f_8;1;1;96;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
3u30whopdi8u9wikq3u30whoyj5udr4f;8;3;3u30whopdi8u9wikq3u30whoyj5udr4f_8;0;0;0;0;0;;;;;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;1;1;iddqazzxppwnmcyiddq6cdzmayo4b7j3_1;0;1;72;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;1;2;iddqazzxppwnmcyiddq6cdzmayo4b7j3_1;1;1;99;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;1;3;iddqazzxppwnmcyiddq6cdzmayo4b7j3_1;0;0;0;0;0;;;;;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;2;1;iddqazzxppwnmcyiddq6cdzmayo4b7j3_2;1;1;99;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;2;2;iddqazzxppwnmcyiddq6cdzmayo4b7j3_2;0;1;72;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
iddqazzxppwnmcyiddq6cdzmayo4b7j3;2;3;iddqazzxppwnmcyiddq6cdzmayo4b7j3_2;0;0;0;0;0;;;;;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;3;1;iddqazzxppwnmcyiddq6cdzmayo4b7j3_3;1;1;45;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;3;2;iddqazzxppwnmcyiddq6cdzmayo4b7j3_3;0;1;99;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
iddqazzxppwnmcyiddq6cdzmayo4b7j3;3;3;iddqazzxppwnmcyiddq6cdzmayo4b7j3_3;0;0;0;0;0;;;;;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;4;1;iddqazzxppwnmcyiddq6cdzmayo4b7j3_4;1;1;72;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
iddqazzxppwnmcyiddq6cdzmayo4b7j3;4;2;iddqazzxppwnmcyiddq6cdzmayo4b7j3_4;0;1;45;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;4;3;iddqazzxppwnmcyiddq6cdzmayo4b7j3_4;0;0;0;0;0;;;;;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;5;1;iddqazzxppwnmcyiddq6cdzmayo4b7j3_5;0;1;99;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;5;2;iddqazzxppwnmcyiddq6cdzmayo4b7j3_5;1;1;72;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;5;3;iddqazzxppwnmcyiddq6cdzmayo4b7j3_5;0;0;0;0;0;;;;;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;6;1;iddqazzxppwnmcyiddq6cdzmayo4b7j3_6;0;1;99;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;6;2;iddqazzxppwnmcyiddq6cdzmayo4b7j3_6;1;1;72;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
iddqazzxppwnmcyiddq6cdzmayo4b7j3;6;3;iddqazzxppwnmcyiddq6cdzmayo4b7j3_6;0;0;0;0;0;;;;;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;7;1;iddqazzxppwnmcyiddq6cdzmayo4b7j3_7;0;1;99;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
iddqazzxppwnmcyiddq6cdzmayo4b7j3;7;2;iddqazzxppwnmcyiddq6cdzmayo4b7j3_7;1;1;45;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;7;3;iddqazzxppwnmcyiddq6cdzmayo4b7j3_7;0;0;0;0;0;;;;;0;0;0;0;0;0
iddqazzxppwnmcyiddq6cdzmayo4b7j3;8;1;iddqazzxppwnmcyiddq6cdzmayo4b7j3_8;1;1;45;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
